Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601060,ROBERTSON'S READY MIX INC,NTNC,Private (other),1,100,2/22/18,NA,18-Feb,East Valley Water District,CA3610064,County Water District,historic uranium/gross alpha,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.206565,34.1030142,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,103000,Community water system,256.2268456,4,NA,NA,Private ancillary,Special district,3.7135278514588856,96.28647214854111,71.16504854368932,4.271844660194175,19.223300970873787,0,0,4.368932038834951,203854,44.86693718788324,55.13306281211676,22.2178236512341,11.264338795039361,5.592216706516396,0.24102247798071844,0.5803645874151948,56.98094738416306,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302093,COUNTY WATER OF RIVERSIDE,C,Private (other),140,420,5/25/17,NA,17-May,Eastern Municipal Water District (EMWD),CA3310009,MWD,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/RIVERSIDE_COUNTY_WS.PDF,-117.37587,33.657021,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,608232,Community water system,11349.70614,6,NA,NA,Private - type unknown,Special district,31.316725978647685,68.68327402135232,54.97206703910614,0,2.793296089385475,3.5754189944134076,0,34.86033519553073,91597,32.68674579161332,67.31325420838677,32.132372108363256,8.753831536407148,5.793300199913116,0.34732088638814645,0.423160702978242,49.17589080386456,NA
LPA39- El Dorado County,EL DORADO,CA0900108,GOLD COUNTRY BAPTIST CHURCH,NC,Private (other),2,275,6/7/19,NA,19-Jun,El Dorado ID,CA0910001,Irrigation District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.932803,38.666272,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,129007,Community water system,NA,NA,NA,NA,Private ancillary,Special district,4.491413474240423,95.50858652575957,90.68994181213633,0,0,0,0,9.310058187863675,125486,22.06063739786363,77.93936260213637,77.82561365080203,0.9675384989884277,5.3993072731718765,0.3856995488140993,0.1788160482449439,11.396152499629244,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400249,JOSEPH KERR MIDDLE SCHOOL,NTNC,School,12,1321,1/7/21,NA,21-Jan,ELK GROVE WATER SERVICE,CA3410008,RCD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.37314,38.409591,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,42540,Community water system,0,1,1,NA,Public ancillary,Special district,45.04391468005019,54.95608531994981,81.68888888888888,2.8444444444444446,2.0444444444444447,0,0,12.533333333333333,67279,22.384293297184072,77.61570670281593,49.179516566288186,7.355095965348236,18.96399046592741,0.3367842511395928,1.4388854314545392,17.025071215979327,103746.38811983995
DISTRICT 20 - RIVERSIDE,RIVERSIDE,CA3310015,ELSINORE VALLEY MWD - TEMESCAL,C,MWD,696,2294,7/20/17,NA,17-Jul,Elsinore Valley MWD,CA3310012,MWD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.339836,33.681182,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,152433,Community water system,NA,NA,NA,NA,Special district,Special district,34.437086092715234,65.56291390728477,34.2560553633218,0,3.0449826989619377,0,0,56.53979238754325,51972,28.316883878838787,71.68311612116122,40.51973136086905,4.178568819617401,5.686698159934695,0.2791561862204455,0.2643118523248726,45.350356761949776,NA
LPA75 - SHASTA COUNTY,SHASTA,CA4500084,MCARTHUR MOBILEHOME PARK,C,MHP,41,99,NA,16-Oct,16-Oct,FALL RIVER VALLEY C.S.D.,CA4510008,CSD,Manganese,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-121.396952,41.051763,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1535,Community water system,3.060522658,1,NA,NA,Private ancillary,Special district,43.722943722943725,56.27705627705628,60.57692307692307,0.4370629370629371,0.4370629370629371,0.9615384615384616,0,24.03846153846154,41000,43.5836283550638,56.416371644936206,60.634779973576414,0.43715764716642247,0.460612464823996,0.9931824786584239,0,23.962053125855995,41044.85414747315
District 23 - Fresno,FRESNO,CA1000112,FAIRMONT SCHOOL,NTNC,School,6,483,6/10/19,NA,19-Jun,FCSA #10/Cumora Knolls,CA1000039,CSA,"Nitrate, 123-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/FAIRMONT.PDF,-119.565632,36.780411,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,132,Community water system,3081.28373,6,NA,NA,Public ancillary,General purpose government,5.845511482254697,94.1544885177453,51.540616246498594,0,15.266106442577032,1.4705882352941175,0,31.72268907563025,127755,6.5131435629945,93.4868564370055,58.68639628176139,1.9504092711089174,6.974646812274776,0.47924342090104816,0.012244743549214286,27.695718279848457,98871.93490540309
District 14 - San Diego,IMPERIAL,CA1310017,CHP CALEXICO PORT OF ENTRY,NTNC,State,1,223,12/8/17,NA,17-Dec,Gateway to Americas,CA1300018,CSA,DBPs,Quality,0,1,0,0,0,CalTrans,Voluntary Consolidation,Physical,Voluntary,NA,-115.38499,32.6807757,Both,NA,NA,No,No,2,Yes,SW,NA,SW,SW,1800,Community water system,NA,NA,NA,NA,Public ancillary,General purpose government,18.58823529411765,81.41176470588235,0.9962049335863378,2.2770398481973433,0.47438330170777987,0.8064516129032258,0,95.44592030360532,49023,18.588235294117645,81.41176470588235,0.9962049335863378,2.2770398481973437,0.47438330170777987,0.8064516129032258,0,95.44592030360532,49023
District 19 - Tehachapi,KERN,CA1502163,LINNS VALLEY SCHOOL,NTNC,School,4,106,3/1/17,Feb.2017,17-Mar,Glennville Mutual Water Company,CA1503536,MWC,TCR,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.704235,35.72999,Both,System typle listed as NP in annual excel sheets.,NA,No,No,2,Yes,GW,NA,GW,GW,100,Community water system,43.47480674,2,1,NA,Public ancillary,Nonprofit private,11.87648456057007,88.12351543942994,80.45851528384279,0.43668122270742354,0,1.7467248908296942,0,5.567685589519651,70540,11.876484560570072,88.12351543942994,80.45851528384279,0.43668122270742354,0,1.7467248908296942,0,5.567685589519651,70540
LPA37- Contra Costa County,CONTRA COSTA,CA0707558,HERTZ WATER SYSTEM,C,Private (other),16,35,2/22/19,NA,19-Feb,Golden State Water Company- Bay Point,CA0710002,IOU,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.9246386,38.01856574,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,22295,Community water system,287.7741467,2,NA,NA,Private - type unknown,IOU,59.75,40.25,7.758620689655173,6.763925729442971,16.379310344827587,0,0,68.50132625994695,69318,42.70635416307256,57.29364583692741,10.985328611736652,10.435143339607073,7.78281529593947,0.3135268032783513,0.05137050980909296,66.05783183972602,66111.15120891969
DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,CA4010040,RURAL WATER COMPANY,C,IOU,959,2559,NA,NA,15-Oct,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,CA4010040,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Competed end of 2015, now IOU was IOU so no change","Rural WC CA4000550 is inactive, physical location listed as Grover City 93483, close but not right in GSW boundaries for Cypress. No records of change in ECM, would need to email district.",No,No,NA,Yes,GW,GW,GW,GW,2559,Community water system,18491.90651,21,NA,NA,IOU,IOU,7.8431372549019605,92.15686274509804,44.867549668874176,0,0,0,0,43.70860927152318,NA,10.764320564203281,89.23567943579673,73.93426119761357,0.0021613203291215416,3.319041795083614,0,0,6.294865257382769,100685.03167662416
DISTRICT 08 - SANTA ANA,ORANGE,CA3010070,GOLDEN STATE WC - YORBA LINDA,C,IOU,1682,5551,18-Oct,NA,18-Oct,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,CA3010035,IOU,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-117.869498,33.868331,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,53965,Community water system,NA,NA,NA,NA,IOU,IOU,11.428571428571429,88.57142857142857,66.7420814479638,0,0,0,0,33.257918552036195,43400,37.752724563321,62.24727543667902,38.20975054422654,2.0022294219122565,15.316948204847936,0.04534428590171168,0.11739853077190067,40.77067357630174,100995.57867889461
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601055,ROADRUNNER MHP,C,MHP,59,150,7/28/17,NA,17-Jul,Golden State-Morongo Del Norte,CA3600270,IOU,Uranium,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.54686,34.069041,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,870,Community water system,38.0022669,2,1,NA,Private ancillary,IOU,7.849829351535837,92.15017064846417,79.00355871886121,0,0,0,0,19.217081850533805,53429,31.832255931504605,68.16774406849538,77.46796301935738,0.03535858231558284,0.09281627857840496,0.011172353831775181,0.006384202189585818,13.123123416002269,34965.73582101348
LPA49 - LA COUNTY,LOS ANGELES,CA1900912,GORMAN ELEMENTARY SCHOOL,NTNC,School,4,98,12/2/20,NA,20-Dec,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,CA1900767,MWD,Coliform,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.854108,34.792755,Both,Yearly excel sheets said self-funded instead of private.,NA,No,No,2,Yes,GW,NA,GW,GW,70,Community water system,NA,NA,NA,NA,Public ancillary,Special district,26.569037656903767,73.43096234309623,52.82087447108603,3.7376586741889986,2.6798307475317347,0.7757404795486601,0,36.67136812411847,72500,26.64986695212451,73.3501330478755,52.758152306945135,3.659698214151489,2.624593237829092,0.7799287969223273,0,36.877733292228605,72569.51687000797
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200647,COMMUNITY CHRISTIAN SCHOOL,NTNC,School,4,80,2/13/18,NA,18-Feb,Goleta Water District,CA4210004,County Water District,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.799885,34.452451,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,84462,Community water system,NA,NA,NA,NA,Public ancillary,Special district,24.887556221889056,75.11244377811094,78.80698351115421,0,8.050436469447138,0,0,9.311348205625606,189093,52.31164880364262,47.688351196357374,54.5856929070942,2.3300958355841312,12.67701640456213,0.30012404504200685,0,26.506231605491532,NA
LPA46 - KINGS COUNTY,KINGS,CA1600296,OLAM SPICES AND VEGETABLES INC,NTNC,Private (other),7,75,5/25/17,NA,17-May,Hanford,CA1610003,City,Arsenic,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.624592,36.326253,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,17626,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,57.971014492753625,42.028985507246375,47,0,1,0,0,49.2,33304,44.958829429201096,55.04117057079894,37.05919350956357,4.661143499704717,3.023664728918942,0.3454947279121423,0.008168644099136159,51.37847704044513,NA
DISTRICT 02 - LASSEN,LASSEN,CA1805009,WEST PATTON VILLAGE CSD,C,CSD,155,465,3/14/18,NA,18-Mar,Herlong Public Utility District,CA1805007,PUD,"historic TMF failures, old infrastructure",TMF Capacity,0,0,1,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-120.1583517,40.1395117,Both,Found twice in excel sheets. Other one is from 2017 but 2018 matches tool,NA,No,No,2,Yes,GWP,NA,GWP,GW,2114,Community water system,NA,NA,NA,NA,Special district,Special district,37.66519823788546,62.33480176211453,79.12087912087912,10.18981018981019,0,7.292707292707293,0,3.3966033966033966,50588,93.18854951400361,6.811450485996387,37.84042714928126,18.60596981337253,1.8211058577864065,5.295480500315169,0.21012759897535457,31.88425203477862,55631.301751806466
LPA50- MADERA COUNTY,MADERA,CA2000614,OAK CREEK INTERMEDIATE SCHOOL,NTNC,School,7,190,3/2/18,NA,18-Mar,Hillview Water Company - Oakhurst/Sierra Lakes,CA2010007,IOU,"uranium, historical nitrate and bacteriological",Quality,0,1,0,0,0,Prop 84,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/OAK_CREEK_ELEM.PDF,-119.6404017,37.331537,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,3403,Community water system,NA,NA,NA,NA,Public ancillary,IOU,3.6945812807881775,96.30541871921181,86.27838104639685,0,2.3692003948667324,0,0,10.266535044422508,110588,20.23182769775088,79.76817230224913,75.09739478722868,0,2.5780280877374824,0.4171845057466858,0,21.002321313365318,71726.91500778493
LPA50- MADERA COUNTY,MADERA,CA2000578,PETE'S PLACE (WATER),NC,Private (other),1,150,3/24/17,NA,17-Mar,Hillview WC - Oakhurst/Sierra Lakes,CA2010007,IOU,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.654955,37.331232,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,3403,Community water system,NA,NA,NA,NA,Private ancillary,IOU,26.741996233521657,73.25800376647834,65.78773895847067,0,0.7910349373764008,0,0,33.421226104152936,53401,20.23182769775088,79.76817230224913,75.09739478722868,0,2.5780280877374824,0.4171845057466858,0,21.002321313365318,71726.91500778493
DISTRICT 05 - MONTEREY,SAN BENITO,CA3500526,MCCLOSKEY ROAD LLC,C,MHP,14,0,NA,18-Dec,18-Dec,"HOLLISTER, CITY OF",CA3510001,City,"CHROMIUM, NITRATE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.3936202,36.8688522,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,23358,Community water system,243.5727225,2,NA,NA,Private ancillary,General purpose government,31.622176591375773,68.37782340862422,20.50233644859813,9.521028037383179,4.0887850467289715,0,0,60.45560747663551,69345,43.05100020651307,56.948999793486955,18.286342906476357,0.5423244927243307,1.5107612476457482,0.229309141426465,0.08085001779750467,77.77296074211694,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303081,IDYLLWILD ARTS FOUNDATION,NTNC,School,28,275,NA,16-Dec,16-Dec,IDYLLWILD WATER DISTRICT,CA3310019,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.7450095,33.75928441,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,2500,Community water system,1149.531613,2,NA,NA,Public ancillary,Special district,22.432432432432435,77.56756756756756,78.04347826086956,10.326086956521738,5.326086956521739,0,0,5,60200,36.50774652902486,63.49225347097512,78.22185839907809,3.3362650938829965,6.660381240833218,2.6675921426562827,0,8.686313016209429,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302027,EMPIRE POLO CLUB *OOB*,NC,Private (other),1,50,8/10/17,NA,17-Aug,Indio Water Authority,CA3310020,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.237584,33.703576,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,2.992957746478873,97.00704225352112,83.38907469342251,0.11148272017837235,0,0,0,14.492753623188406,43516,29.755476189763534,70.24452381023643,24.886387555640802,3.775362041203758,2.516768195697621,0.1126277070144364,0,67.1323864030183,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301735,WALLER TRACT WATER DISTRICT,C,MWC,88,350,5/2/19,NA,19-May,Indio Water Authority,CA3310020,City,Hexavalent chromium,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-116.214574,33.72952097,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,0.888927888,2,1,NA,Nonprofit private,General purpose government,45.604395604395606,54.395604395604394,9.319371727748692,0,2.513089005235602,0,0,88.1675392670157,36094,29.755476189763534,70.24452381023643,24.886387555640802,3.775362041203758,2.516768195697621,0.1126277070144364,0,67.1323864030183,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301046,BOE DEL HEIGHTS MUTUAL WATER,C,MWC,116,325,8/1/18,NA,18-Aug,Indio Water Authortiy,CA3310020,City,Perchlorate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/BOE_DEL_HEIGHTS.PDF,-116.2191162,33.7122802,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,NA,NA,NA,NA,Nonprofit private,General purpose government,17.38484398216939,82.6151560178306,10.565110565110565,22.11302211302211,0,0,0,67.32186732186733,41641,29.755476189763534,70.24452381023643,24.886387555640802,3.775362041203758,2.516768195697621,0.1126277070144364,0,67.1323864030183,NA
District 10 - Stockton,AMADOR,CA0310020,THE OAKS MOBILE HOME PARK,C,MHP,213,600,10/14/19,NA,19-Oct,Jackson Valley Irrigation District,CA0300037,Irrigation District,None,None,0,0,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/THE_OAKS.PDF,-120.918933,38.295642,Both,NA,NA,No,No,2,Yes,SW,NA,SW,SW,3553,Community water system,2055.952917,3,NA,NA,Private ancillary,Special district,37.96610169491525,62.03389830508475,87.99019607843137,0.428921568627451,1.4093137254901962,0.5514705882352942,0,7.7818627450980395,68500,22.178693634711358,77.82130636528865,83.81299446677052,0.16377695194004474,0.538124270660147,0.21057036678005753,0,7.6757422904852515,74684.47306092049
DISTRICT 18 - SONOMA,SONOMA,CA4900922,SMOTHER'S WATER SYSTEM,NC,Private (other),1,45,5/9/17,NA,17-May,Kenwood Village Water,CA4910025,IOU,E. coli,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.546176,38.414022,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1000,Community water system,NA,NA,NA,NA,Private ancillary,IOU,3.6734693877551026,96.3265306122449,85.1963746223565,0,14.803625377643503,0,0,0,NA,4.569917266598911,95.4300827334011,85.48036274188398,0.020824544748433798,14.222879372219277,0,0,0.2052576960461285,NA
LPA46 - KINGS COUNTY,KINGS,CA1600048,KETTLEMAN CITY ELEMENTARY,NTNC,School,12,350,12/31/19,NA,19-Dec,Kettleman City CSD,CA1610009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-119.9623857,36.0079117,Both,NA,NA,No,No,2,Yes,NA,NA,GW,SW,1450,Community water system,NA,NA,NA,NA,Public ancillary,Special district,78.87788778877888,21.122112211221122,2.6595744680851063,1.2234042553191489,0,0,0,94.30851063829788,41916,78.60991874443457,21.390081255565445,2.789736118952869,1.2027362736622047,0,0,0,94.24256515759156,42149.72279603185
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000570,INTERSTATE TRUCK CENTER VALLEY PETERBILT,NC,Private (other),2,23,4/28/21,NA,21-Apr,KEYES COMMUNITY SERVICES DIST.,CA5010009,CSD,ARSENIC,Quality,0,1,0,0,0,Private,Regionalization,Physical,Voluntary,NA,-120.9009194,37.5460416,Both,Notes in partnership tool clarify that the stub out was provided by the keyes regionalization project. Excel data said system type of NP. https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,625.366073,6,NA,NA,Private ancillary,Special district,44.61028192371476,55.38971807628524,85.36585365853658,0,2.0637898686679175,0,0,12.570356472795496,64693,71.81249701292047,28.187502987079526,16.593695078019376,0.9734910538346457,0.4675398225348899,0,0,80.66591159890508,37418.11707234564
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000086,COUNTRYSIDE MHP,NP,MHP,44,60,3/14/19,NA,19-Mar,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.895532,37.543037,Both,Excel data listed system type as C,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,1206.385065,11,NA,NA,Private ancillary,Special district,44.61028192371476,55.38971807628524,85.36585365853658,0,2.0637898686679175,0,0,12.570356472795496,64693,71.81249701292047,28.187502987079526,16.593695078019376,0.9734910538346457,0.4675398225348899,0,0,80.66591159890508,37418.11707234564
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000051,MOBILE PLAZA PARK,C,MHP,50,125,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.929337,37.569043,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,271.7829768,2,NA,NA,Private ancillary,Special district,24.54212454212454,75.45787545787546,27.623762376237625,0.7425742574257426,0,0,0,68.51485148514853,65298,71.81249701292047,28.187502987079526,16.593695078019376,0.9734910538346457,0.4675398225348899,0,0,80.66591159890508,37418.11707234564
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000057,ORCHARD VILLAGE MHP,C,MHP,49,75,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.938564,37.585248,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,2070.298104,8,NA,NA,Private ancillary,Special district,20.27972027972028,79.72027972027972,15.728643216080402,0,1.9597989949748744,0,0,78.19095477386935,52077,71.81249701292047,28.187502987079526,16.593695078019376,0.9734910538346457,0.4675398225348899,0,0,80.66591159890508,37418.11707234564
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000085,GREEN RUN MOBILE ESTATES,C,MHP,46,100,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.900048,37.552253,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,326.7081652,2,NA,NA,Private ancillary,Special district,24.67866323907455,75.32133676092545,62.80788177339901,0,0,0,0,34.40065681444992,58795,71.81249701292047,28.187502987079526,16.593695078019376,0.9734910538346457,0.4675398225348899,0,0,80.66591159890508,37418.11707234564
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000217,FAITH HOME TEEN RANCH,C,Private (other),7,50,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Nitrate,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.920875,37.5418585,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,1097.915196,2,NA,NA,Private ancillary,Special district,38.297872340425535,61.702127659574465,60.895270270270274,0,0,0,0,39.10472972972973,62404,71.81249701292047,28.187502987079526,16.593695078019376,0.9734910538346457,0.4675398225348899,0,0,80.66591159890508,37418.11707234564
DISTRICT 03 - MENDOCINO,LAKE,CA1700581,CACHE CREEK MOBILE HOME PARK,C,MHP,42,150,9/16/21,NA,21-Sep,KONOCTI COUNTY WATER DISTRICT,CA1710006,County Water District,Fire damage,Disaster,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet - https://www.lakeconews.com/news/71893-state-awards-konocti-county-water-district-4-3-million-for-expansion-upgrades",NA,No,No,2,Yes,SW,NA,SW,SW,5928,Community water system,32.64285337,2,1,NA,Private ancillary,Special district,34.196891191709845,65.80310880829016,40.78817733990148,0,0.3448275862068966,0,0,57.0935960591133,43656,35.64378610632154,64.35621389367846,47.74225083199882,0.5557686876038217,0.49968539708983783,3.159704988723892,0,44.22444814302887,NA
LPA49 - LA COUNTY,LOS ANGELES,CA1900122,ENVIRONMENTAL CARE INDUSTRIES-VLY CREST,NTNC,Private (other),4,100,11/20/17,NA,17-Nov,LA - DWP,CA1910067,City,Periodic bacteriological issues,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.404382,34.292631,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,4041284,Community water system,100.0084979,1,NA,NA,Private ancillary,General purpose government,14.906832298136646,85.09316770186336,36.09022556390977,8.082706766917292,8.270676691729323,0,0,47.556390977443606,126518,62.741125170892055,37.25887482910783,29.196548621986786,8.597348346519968,11.482717417821684,0.154690919269085,0.12311040553363276,47.267159932249335,NA
LPA75 - SHASTA COUNTY,SHASTA,CA4500136,KLUB KLONDIKE,NC,Private (other),2,35,6/8/21,NA,21-Jun,LAKEHEAD SUBD MUTUAL WATER CO,CA4500016,MWC,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.382991,40.906146,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,70,Community water system,162.0533923,1,1,NA,Private ancillary,Nonprofit private,18.295739348370926,81.70426065162907,84.82142857142857,0.6696428571428571,6.138392857142857,0,0,4.464285714285714,45792,18.29573934837093,81.70426065162907,84.82142857142857,0.669642857142857,6.138392857142857,0,0,4.464285714285714,45792
