Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,AC_PHONE_N,AC_EMAIL,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301276,THERMAL MUTUAL WATER COMPANY,C,MWC,36,100,2/10/21,NA,21-Feb,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"CHROMIUM 6, COLIFORM",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.2118438,33.65657888,Both,"Excel data said chromium was issue, partnerships tool said Coliform listing both here",NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,Nonprofit private,Special district,83355 AVE 55 THERMAL CA 92274,060650456152,"Block Group 2, Census Tract 456.15, Riverside County, California",835,463,6,12,0,13,0,13,0,13,0,13,829,464,13974,8074,499,266,376,267,123,75,499,760-398-2651,JBarrett@cvwd.org,138266.52265800885,NA,11250.54199039659,7181.97429907527,343735.31223374046,185308.90642841908,880.9387251257826,273.53361528346755,132742.00953015298,138266.52265800885,97039.45032917189,41227.07232883688
DISTRICT 20 - RIVERSIDE,IMPERIAL,CA1310011,COACHELLA VWD: I.D. NO. 11,C,County Water District,2776,7500,2/25/21,NA,21-Feb,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,None,None,0,0,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet",NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,Special district,Special district,99620 Tripoli Dr. Mecca CA 92254,060650456122,"Block Group 2, Census Tract 456.12, Riverside County, California",594,538,182,261,0,13,0,13,0,13,0,13,412,482,NA,NA,169,88,98,74,71,76,169,760-398-2651,JBarrett@cvwd.org,138266.52265800885,NA,11250.54199039659,7181.97429907527,343735.31223374046,185308.90642841908,880.9387251257826,273.53361528346755,132742.00953015298,138266.52265800885,97039.45032917189,41227.07232883688
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303100,OASIS GARDENS WATER CO.,NC,MHP,160,314,3/9/21,NA,21-Mar,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"ARSENIC, CHROMIUM 6",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.1504896,33.549898,Both,Excel data had different receiving system ID number (CA3310002) but tool has this one and based on internet research that is the correct one,NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,90.07701962,2,1,NA,Private ancillary,Special district,68555 POLK ST THERMAL CA 92274,060650456192,"Block Group 2, Census Tract 456.19, Riverside County, California",2230,877,78,52,0,13,17,26,0,13,0,13,2135,888,22609,3480,772,209,622,222,150,121,772,760-398-2651,JBarrett@cvwd.org,138266.52265800885,NA,11250.54199039659,7181.97429907527,343735.31223374046,185308.90642841908,880.9387251257826,273.53361528346755,132742.00953015298,138266.52265800885,97039.45032917189,41227.07232883688
DISTRICT 03 - MENDOCINO,LAKE,CA1700544,COBB AREA CWD - BONANZA SPRINGS,C,CSA,180,594,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Fire impacts,Disaster,0,0,0,1,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.698112,38.8619308,Both,"On yearly excel sheets listed as none for issues. Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,2625.212513,5,NA,NA,General purpose government,Special district,11310 FOREST OAKS DRIVE COBB CA 95453,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,770,251,17,28,0,13,0,13,0,13,34,35,52287,9121,456,137,389,141,67,45,456,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
DISTRICT 03 - MENDOCINO,LAKE,CA1700501,ADAMS SPRINGS WATER DISTRICT,C,Water District,77,99,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,historic E.coli issues and source capacity,Multiple,1,1,0,0,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7276252,38.84671579,Both,Changed date to match others and what is in success story but originally said june,NA,No,No,9,Cobb,GWP,NA,GWP,GW,3308,Community water system,10.14807361,2,NA,NA,Special district,Special district,14564 Emerford Rd COBB CA 95461,060330011022,"Block Group 2, Census Tract 11.02, Lake County, California",513,301,456,269,0,13,0,13,0,13,0,13,57,82,138138,109473,196,99,174,104,22,37,196,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
DISTRICT 03 - MENDOCINO,LAKE,CA1700526,PINE GROVE WATER SYSTEM,C,Private (other),90,352,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,"TMF failures, under receivership",TMF Capacity,0,0,1,0,0,Technical Assistance/SWRCB,Regionalization,Physical,Voluntary,NA,-122.730287,38.829578,Both,Changed date to match others and what is in success story but originally said may,NA,No,No,9,Cobb,GWP,NA,GWP,GW,3308,Community water system,372.455628,3,NA,NA,Private - type unknown,Special district,15985 Bottle Rock Road COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,385,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
DISTRICT 03 - MENDOCINO,LAKE,CA1700542,Branding Iron Mutual*,C,MWC,27,90,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.721253,38.822877,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,NA,NA,NA,NA,Nonprofit private,Special district,16320 High Road COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,385,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
DISTRICT 03 - MENDOCINO,LAKE,CA1700563,Lake County CSA 22 - Mount Hannah^,C,CSA,39,95,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.729131,38.88741,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story System number for managerial consolidation was different. CA1700563",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,3839.753913,10,NA,NA,General purpose government,Special district,9564 HWY. 175 KELSEYVILLE CA 95451,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,770,251,17,28,0,13,0,13,0,13,34,35,52287,9121,456,137,389,141,67,45,456,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
DISTRICT 03 - MENDOCINO,LAKE,CA1700574,Lake County CSA 18 - Starview^,C,CSA,64,172,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.701879,38.817775,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that).Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,98.5212273,2,NA,NA,General purpose government,Special district,11270 Gifford Springs Rd. Lakeport CA 95426,060330013025,"Block Group 5, Census Tract 13.02, Lake County, California",458,303,415,292,5,9,4,10,0,13,0,13,7,8,45804,44967,158,98,143,95,15,23,158,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
DISTRICT 03 - MENDOCINO,LAKE,CA1700552,Hill Nine and Ten*,C,MWC,17,50,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,"Valley Fire impacted, storage and source capacity",Multiple,1,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7519933,38.905975,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,5921.414589,12,NA,NA,Nonprofit private,Special district,9066 Diamond Dust Trail KELSEYVILLE CA 95451,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,770,251,17,28,0,13,0,13,0,13,34,35,52287,9121,456,137,389,141,67,45,456,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
DISTRICT 03 - MENDOCINO,LAKE,CA1700530,Cobb mountain water company,NP,IOU,64,76,21-Jul,NA,21-Jul,Cobb area water,CA1710012,County Water District,Valley Fire impacted,NA,NA,NA,NA,NA,NA,NA,Regionalization,Physical,Voluntary,NA,NA,NA,OTHER,Added to cobb area water regionalization project according to success story,"Yes, consolidation completed, will be added to map next q",No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,681.4420801,3,NA,NA,IOU,Special district,15761 BOTTLE ROCK ROAD COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,385,707-928-5262,ben@cobbareawater.com,86.71236941887872,10107644.54357419,0,0.05654509512787146,214.31422478979613,18.945458014238937,1.9938002821426474e-5,0,195.31206716090747,86.71236941887872,72.86550085672641,13.846868562152324
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303085,"HITS, INC. - OOB",NC,Private (other),5,900,8/10/17,NA,17-Aug,CVWD,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.2191162,33.7122802,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,297500,Community water system,1354.984314,3,1,NA,Private ancillary,Special district,81400 Ave. 52 Indio CA 92201,060650495022,"Block Group 2, Census Tract 495.02, Riverside County, California",1666,821,29,68,35,46,0,13,0,13,0,13,1540,743,21250,7885,704,216,490,174,214,162,704,760-398-2651,JBarrett@cvwd.org,138266.52265800885,NA,11250.54199039659,7181.97429907527,343735.31223374046,185308.90642841908,880.9387251257826,273.53361528346755,132742.00953015298,138266.52265800885,97039.45032917189,41227.07232883688
DISTRICT 24 - TULARE,TULARE,CA5400957,WEST GOSHEN MUTUAL WATER CO,C,MWC,100,400,NA,14-Jun,16-Jan,CWS - VISALIA,CA5410016,IOU,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/west_goshen_mwc.pdf,-119.4615901,36.34898964,Tool,Consolidation success story says complete din 2016. No month so listed january since only using years.,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,4303.313818,1,NA,NA,Nonprofit private,IOU,4856 Avenue 309 Visalia CA 93291,061070009011,"Block Group 1, Census Tract 9.01, Tulare County, California",978,556,223,156,0,13,0,13,0,13,0,13,738,562,29189,28697,234,104,102,67,132,84,234,408-367-8314,sjames@calwater.com,38126.127239931586,NA,6631.615024799834,2570.5941847757513,116393.37166677698,61226.26317530595,488.2392608340878,40.668361111896466,43497.87299732571,38126.127239931586,22113.468375340133,16012.658864591443
DISTRICT 24 - TULARE,TULARE,CA5400966,WESTLAKE VILLAGE MHP,C,MHP,137,350,2/15/17,NA,17-Feb,CWS-Visalia,CA5410016,IOU,Water outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3183382,36.2877026,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,9.244496013,2,NA,NA,Private ancillary,IOU,2400 W. MID VALLEY AVE VISALIA CA 93277,061070020103,"Block Group 3, Census Tract 20.10, Tulare County, California",2017,832,1045,279,1,2,7,12,144,171,0,13,657,781,86750,30770,787,229,727,221,60,41,787,408-367-8314,sjames@calwater.com,38126.127239931586,NA,6631.615024799834,2570.5941847757513,116393.37166677698,61226.26317530595,488.2392608340878,40.668361111896466,43497.87299732571,38126.127239931586,22113.468375340133,16012.658864591443
DISTRICT 24 - TULARE,TULARE,CA5400570,CHINOWTH APARTMENTS,C,Private (other),10,28,4/1/17,Mar.2017,17-Apr,CWS-Visalia,CA5410016,IOU,Water Outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.334984,36.325368,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,NA,NA,NA,NA,Private ancillary,IOU,612 S CHINOWTH ST VISALIA CA 93277,061070020081,"Block Group 1, Census Tract 20.08, Tulare County, California",1986,370,669,224,110,97,27,50,34,45,0,13,1010,260,31616,4567,814,158,33,26,781,162,814,408-367-8314,sjames@calwater.com,38126.127239931586,NA,6631.615024799834,2570.5941847757513,116393.37166677698,61226.26317530595,488.2392608340878,40.668361111896466,43497.87299732571,38126.127239931586,22113.468375340133,16012.658864591443
NA,TULARE,CA5400553,TRAVER WATER LLC,C,IOU,180,500,NA,NA,15-Aug,DEL ORO TRAVER DISTRICT,CA5400553,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,Moved from private to IOU in 2015,"confirm ""managerial consolidation"" definition",No,Yes,NA,Yes,NA,GW,GW,GW,660,Community water system,NA,NA,NA,NA,IOU,IOU,36514 Zante Dr Traver CA 93673,061070003023,"Block Group 3, Census Tract 3.02, Tulare County, California",750,218,62,31,0,13,0,13,2,3,0,13,666,218,48194,8088,181,35,91,28,90,27,181,530-894-1100,corp.ceo@corporatecenter.us,2.2462936970173315,108257.87843405327,0.02482092482892079,0,9.307846810845296,8.265367968030624,0,0,0.7694486696965445,2.2462936970173315,1.129352079715896,1.1169416173014355
NA,SHASTA,CA4500022,"HAT CREEK WATER COMPANY, LLC",C,IOU,62,198,19-Aug,NA,19-Aug,DEL ORO WATER CO. - HAT CREEK DISTRICT,CA4500022,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,NA,"confirm ""managerial consolidation"" definition",No,Yes,NA,Yes,NA,SW,SW,SW,205,Community water system,NA,NA,NA,NA,IOU,IOU,43000 Mountain House Rd Old Station 96071,060890127023,"Block Group 3, Census Tract 127.02, Shasta County, California",714,330,686,326,1,2,0,13,3,5,0,13,24,17,58665,31102,301,122,227,97,74,64,301,530-809-3958,corp.ceo@corporatecenter.us,0.37065987048534876,21491.849222273566,0.0029759263719121966,0.003984719727345243,0.8910772723434514,0.028670620414114487,0.0022445582025308834,0,0.8445973078511801,0.37065987048534876,0.2716906626715795,0.09896920781376925
DISTRICT 21 - VALLEY,BUTTE,CA0400091,BUZZTAIL COMMUNITY SERVICE DISTRICT,C,CSD,30,99,NA,NA,15-Nov,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CA0400091,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Bought in 2015, previously CSD","No records of change in ECM, would need to email district",No,No,NA,Yes,GW,GW,GW,GW,99,Community water system,NA,NA,NA,NA,Special district,IOU,4541 Wilder Drive CHICO CA 95928,060070016022,"Block Group 2, Census Tract 16.02, Butte County, California",517,213,476,206,0,13,0,13,29,30,0,13,0,13,92682,23649,266,105,239,105,27,40,266,530-809-3958,corp.ceo@corporatecenter.us,11.135906666407923,1032106.7393959487,1.2140391499169232,0,21.643901496585794,0,0,0,19.927416558774496,11.135906666407923,10.00554957536741,1.1303570910405114
NA,GLENN,CA1100404,BLACK BUTTE WATER CO.,C,IOU,87,249,NA,NA,15-Sep,DEL ORO WC - BLACK BUTTE DISTRICT,CA1100404,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Acquired in 2015, to IOU Private water company previously but owner died and children didn't want to operate it","Black Butte Water Co CA4700832 is inactive, the physical location was 316 Pony Trail, Mt Shasta, CA 96067, far from Del Oro BB - which the boundary map shows to be (Orleans, CA)",No,Yes,NA,Yes,NA,GW,GW,GW,284,Community water system,407.0287487,1,NA,NA,IOU,IOU,4522 Cedar Ave Orland 95963,060210102001,"Block Group 1, Census Tract 102, Glenn County, California",1177,410,340,164,0,13,21,22,0,13,0,13,745,360,42468,2432,386,112,288,107,98,58,386,530-809-3958,corp.ceo@corporatecenter.us,1.8330805418606266,116682.90881159632,0.10557008356265388,0,5.302497378942388,1.281236923237663,0,0,3.872502610684622,1.8330805418606266,1.5067730108487873,0.3263075310118393
NA,TEHAMA,CA5200574,LARKSPUR MEADOWS WATER CO.,C,IOU,31,70,NA,NA,17-Mar,DEL ORO WC - LARKSPUR MEADOWS,CA5200574,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"2016, private to IOU","No records of change in ECM, would need to email district",No,Yes,NA,Yes,NA,GW,GW,GW,112,Community water system,NA,NA,NA,NA,IOU,IOU,1320 Larkspur Ct Red Bluff CA 96080,061030007012,"Block Group 2, Census Tract 7.01, Tehama County, California",1846,547,1403,504,7,13,109,106,12,21,0,13,268,173,26270,16221,766,197,265,108,501,194,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303012,"BEL AIR GREENS, LP",NC,Private (other),1,150,4/18/17,NA,17-Apr,Desert Water Agency,CA3310005,Special Act District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.5115683,33.8081936,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,89232,Community water system,NA,NA,NA,NA,Private ancillary,Special district,1001 El Cielo Rd. Palm Springs CA 92264,060659407001,"Block Group 1, Census Tract 9407, Riverside County, California",1375,201,988,134,12,9,18,19,27,18,9,12,298,149,63295,10120,683,84,481,66,202,55,683,760-323-4971,mkrause@dwa.org,41035.196898444585,NA,3817.602410890132,4960.372798146101,92870.77420528758,37139.900478518524,661.0570542343371,215.12677770611634,43915.72738641087,41035.196898444585,24760.38696305735,16274.809935387257
LPA37- Contra Costa County,CONTRA COSTA,CA0707602,BEACON WEST,C,MHP,17,45,1/1/18,Dec.2017,18-Jan,Diablo Water District,CA0710007,County Water District,Arsenic,Quality,0,1,0,0,0,LWS funded,Voluntary Consolidation,Physical,Voluntary,NA,-121.744998,37.960949,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,40144,Community water system,1575.085753,3,NA,NA,Private ancillary,Special district,3049 W Willow Rd. Bethel Island CA 94511,060133010002,"Block Group 2, Census Tract 3010, Contra Costa County, California",991,335,679,272,20,33,0,13,33,51,0,13,236,230,35721,18375,439,134,369,125,70,65,439,925-625-3798,dmuelrath@diablowater.org,10541.780557784497,NA,2682.7436301651655,2660.4934644995733,36263.337595316785,11054.56981065202,289.68993272003183,588.0000000001688,16631.16770203331,10541.780557784497,8002.193130621421,2539.58742716308
LPA34- Butte County,BUTTE,CA0400066,DURHAM UNIFIED SCHOOL DISTRICT,NTNC,School,18,1200,8/30/17,NA,17-Aug,Durham Irrigation,CA0410003,Irrigation District,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.8020703,39.6475502,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1561,Community water system,181.6410466,1,1,NA,Public ancillary,Special district,9420 Putney Dr. Durham CCA 95938,060070015001,"Block Group 1, Census Tract 15, Butte County, California",1322,722,1228,716,0,13,0,13,58,79,0,13,36,34,103462,38337,396,123,306,115,90,85,396,530-330-0169,matt.doyle101@gmail.com,42.6375746005014,NA,3.324661752112716,12.995026281145352,159.88418715017306,1.6680208156385774,0,0,131.56832516174364,42.6375746005014,26.405586649299792,16.231987951201607
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601060,ROBERTSON'S READY MIX INC,NTNC,Private (other),1,100,2/22/18,NA,18-Feb,East Valley Water District,CA3610064,County Water District,historic uranium/gross alpha,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.206565,34.1030142,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,103000,Community water system,256.2268456,4,NA,NA,Private ancillary,Special district,8353 N ALABAMA AV REDLANDS CA 92373,060710085022,"Block Group 2, Census Tract 85.02, San Bernardino County, California",1030,378,733,351,44,70,0,13,198,198,0,13,45,58,203854,130517,377,127,363,129,14,25,377,909-889-4500,jmura@eastvalley.org,29809.20303775659,NA,6132.134653959671,12351.88940344772,109654.81088767767,62482.35009611112,264.29274242655134,636.3976907891827,24362.912508118476,29809.20303775659,16434.72663459776,13374.476403158831
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302093,COUNTY WATER OF RIVERSIDE,C,Private (other),140,420,5/25/17,NA,17-May,Eastern Municipal Water District (EMWD),CA3310009,MWD,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/RIVERSIDE_COUNTY_WS.PDF,-117.37587,33.657021,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,608232,Community water system,11349.70614,6,NA,NA,Private - type unknown,Special district,"25898 Bundy Canyon Rd, Menifee, CA",060650432793,"Block Group 3, Census Tract 432.79, Riverside County, California",895,327,492,199,0,13,32,46,25,30,0,13,312,256,91597,23292,281,88,193,74,88,58,281,951-928-3777,melendrm@emwd.org,233162.99034676186,NA,49088.64850188082,74174.2606989043,847334.797230377,416684.4346291574,2942.9707284157485,3585.5878845393245,272268.77004971,233162.99034676186,156949.5964119921,76213.39393476995
LPA39- El Dorado County,EL DORADO,CA0900108,GOLD COUNTRY BAPTIST CHURCH,NC,Private (other),2,275,6/7/19,NA,19-Jun,El Dorado ID,CA0910001,Irrigation District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.932803,38.666272,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,129007,Community water system,NA,NA,NA,NA,Private ancillary,Special district,3800 NORTH SHINGLE RD SHINGLE SPRINGS CA 95682,060170308122,"Block Group 2, Census Tract 308.12, El Dorado County, California",2406,883,2182,870,0,13,0,13,0,13,0,13,224,157,125486,58923,757,175,723,174,34,40,757,530-642-4041,jmabercrombie@eid.org,38821.83992858084,NA,5536.285099652405,992.084484968183,102536.95186345746,11685.267402831041,395.4845607050856,183.352525313055,79800.01200656325,38821.83992858084,30257.49459075758,8564.34533782326
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400249,JOSEPH KERR MIDDLE SCHOOL,NTNC,School,12,1321,1/7/21,NA,21-Jan,ELK GROVE WATER SERVICE,CA3410008,RCD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.37314,38.409591,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,42540,Community water system,0,1,1,NA,Public ancillary,Special district,8865 ELK GROVE BLVD ELK GROVE CA 95624,060670093083,"Block Group 3, Census Tract 93.08, Sacramento County, California",2250,1343,1838,1315,64,89,0,13,46,50,0,13,282,212,67279,30442,797,350,438,191,359,295,797,916-685-3556,bkamilos@egwd.org,12864.288646066807,1334623482.7604973,7846.52255547387,3043.237471220563,41375.9043465652,7044.277181258211,139.34752960581383,595.3518597752922,20348.469732570586,12864.288646066807,9984.708544934863,2879.580101131944
DISTRICT 20 - RIVERSIDE,RIVERSIDE,CA3310015,ELSINORE VALLEY MWD - TEMESCAL,C,MWD,696,2294,7/20/17,NA,17-Jul,Elsinore Valley MWD,CA3310012,MWD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.339836,33.681182,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,152433,Community water system,NA,NA,NA,NA,Special district,Special district,28755 El Toro Rd. Lake Elsinore CA 92532,060650430053,"Block Group 3, Census Tract 430.05, Riverside County, California",1445,451,495,226,0,13,0,13,44,53,0,13,817,397,51972,15952,453,130,297,104,156,97,453,951-674-3146,gthomas@evmwd.net,39498.24285482148,NA,7917.36440662426,5817.655713847256,139226.0356353287,63139.50386614089,388.658091305502,367.9909137062245,56414.01562382301,39498.24285482148,28313.571291439945,11184.671563381538
